"NIH Print Exchange (n=217), Printables (n=340), Thingiverse (n=754)"	Design Name
https://www.printables.com/model/163927-corning-250ml-easy-grip-container-light-shield	Corning 250ml Easy Grip container / light shield by wavexx
https://www.printables.com/model/164481-50ml-centrifuge-tube-dark-cover	50ml Centrifuge tube dark cover by MartyS
https://www.printables.com/model/165421-universal-microscope-phone-camera-adaptor	Universal Microscope-Phone Camera Adaptor by Dauntless
https://www.printables.com/model/166599-28-mm-vial-rack	28 mm Vial Rack by kblazewicz
https://www.printables.com/model/1684-another-lab-plate-vortexshaker-from-a-140-mm-fan	Another Lab plate vortex/shaker from a 140 mm fan by Franz
https://www.printables.com/model/168667-microscope-slide-holder-dry-rack	Microscope Slide Holder / dry rack by Spotmatic
https://www.printables.com/model/168669-mobile-camera-to-microscope-spacer	Mobile Camera to Microscope ( Spacer ) by Spotmatic
https://www.printables.com/model/168670-drosophila-tube-rack	Drosophila tube rack by Spotmatic
https://www.printables.com/model/169338-tinkermicroscope-mk1-a-3d-printed-microscope-with-	"tinkerMicroscope MK1, a 3d printed microscope with mechanical stage and Royal Microscopical Society-threaded objectives by Tinkerheart"
https://www.printables.com/model/16996-airmanagerv2-recirculating-air-filter-for-3d-print	AirManagerV2 recirculating air filter for 3d printing enclosure by SCHWEINERT.COM
https://www.printables.com/model/171162-coverslip-holder-22-x-22-mm	Coverslip Holder (22 x 22 mm) by Matthew B
https://www.printables.com/model/171167-tipnoflip-stabilizer-for-thermo-scientific-art-10-	TipNoFlip - Stabilizer for Thermo Scientific ART 10 µL Tip Box by Matthew B
https://www.printables.com/model/171170-pcr-qpcr-plate-loading-guide	PCR qPCR Plate Loading Guide by Matthew B
https://www.printables.com/model/171172-02-ml-pcr-tube-rotor-for-mini-microcentrifuge	0.2 mL PCR Tube Rotor for Mini-Microcentrifuge by Matthew B
https://www.printables.com/model/171175-250-ml-laboratory-flask-holder	250 mL Laboratory Flask Holder by Matthew B
https://www.printables.com/model/171187-freezer-box-insert-for-02-ml-pcr-tubes-tube-strips	Freezer Box Insert for 0.2 mL PCR Tubes & Tube Strips by Matthew B
https://www.printables.com/model/171284-1550ml-conical-tube-holder	15/50mL Conical Tube Holder by VoodooScience
https://www.printables.com/model/171364-storage-tray-for-barocycler-caps	Storage Tray for Barocycler Caps by SteveW91
https://www.printables.com/model/171367-barocycler-cap-tray-sorter	Barocycler Cap Tray Sorter by SteveW91
https://www.printables.com/model/171536-interlocking-tube-rack-stand-10-x-50-ml	Interlocking tube rack stand (10 x 50 ml) by Baltojikale
https://www.printables.com/model/171670-particle-analysis-mesh-funnel	Particle Analysis Mesh Funnel by DrScienceBox
https://www.printables.com/model/172081-3d-printed-slide-box	3D Printed Slide Box by Blablabliam
https://www.printables.com/model/1724-compact-battery-and-usb-powered-magnetic-stirrer model|Printables.com	"Compact, battery and USB powered, magnetic stirrer by Martin_au"
https://www.printables.com/model/174515-gridfinity-pick-tweezer-racks-by-zack-freedman	Gridfinity Pick + Tweezer Racks by Zack Freedman by _cybermouse_
https://www.printables.com/model/175480-chemistry-magnet-fisher	Chemistry magnet Fisher by 01101001
https://www.printables.com/model/177767-19mm-desiccator-rack	19mm Desiccator rack by Aaron
https://www.printables.com/model/177794-fred-with-cowboy-hat-as-a-tube-holder	Fred with Cowboy Hat as a Tube Holder by Aaron
https://www.printables.com/model/179736-modular-eppendorf-tube-rack-v20	Modular Eppendorf Tube Rack V2.0 by destroyer2012
https://www.printables.com/model/179737-petri-dish-gripper-for-opentrons	Petri Dish Gripper for OpenTrons by destroyer2012
https://www.printables.com/model/179747-modular-magnetic-tube-rack	Modular magnetic tube rack by destroyer2012
https://www.printables.com/model/179748-modular-eppendorf-tube-rack	Modular Eppendorf Tube Rack by destroyer2012
https://www.printables.com/model/179750-microscope-webcam-mount	Microscope Webcam Mount by destroyer2012
https://www.printables.com/model/180109-fractal-vise	Fractal Vise by TeachingTech
https://www.printables.com/model/180944-microscope-phone-mount	Microscope Phone Mount by Jeromy
https://www.printables.com/model/181438-80mm-petri-dish-holder	80mm Petri Dish Holder by Fusion
https://www.printables.com/model/184771-filter-sieve	Filter Sieve by Klave
https://www.printables.com/model/187312-fume-illuminator-and-fume-extractor-for-120mm-pc-f	Fume Illuminator (and Fume Extractor) for 120mm PC fan by LordSkippy
https://www.printables.com/model/188075-gridfinity-funnel	gridfinity funnel by Jools
https://www.printables.com/model/18868-test-tube-rack-mk2	Test Tube Rack MK2 by MilStrata Manufacturing
https://www.printables.com/model/191580-tweezer-holder-6-slots	Tweezer holder 6 slots by Daniel-Waiger
https://www.printables.com/model/1923-dual-dps5005-bench-power-supply	Dual DPS5005 Bench Power Supply by GreatOldOne
https://www.printables.com/model/193682-microscope-slides-holder	Microscope slides holder by xSXHCx
https://www.printables.com/model/196557-stand-for-schlenk-tubes-schlenkrohrstander	Stand for schlenk tubes (Schlenkrohrständer) by Arne S
https://www.printables.com/model/196598-test-tube-holder-with-space-for-schlenk-straus-ven	Test Tube holder with space for Schlenk / Straus vent by jazerix
https://www.printables.com/model/196727-stand-for-four-16-mm-test-tubes-stander-fur-vier-1	Stand for four 16 mm test tubes/ Ständer für vier 16 mm Reagenzgläser by Alex W.
https://www.printables.com/model/196859-holder-for-gel-combs	Holder for gel combs by ScienceDino
https://www.printables.com/model/19823-a-camera-for-a-microscope	A camera for a microscope by ManelTo
https://www.printables.com/model/199490-bd-bead-bottle-stand	BD Bead bottle stand by Daniel-Waiger
https://www.printables.com/model/199521-tweezer-stand-for-straight-and-curved-tips	Tweezer stand for straight and curved tips by Daniel-Waiger
https://www.printables.com/model/199667-falcon-and-eppendorf-tube-rack	Falcon and Eppendorf Tube Rack by Dad's Friendly Robot Co.
https://www.printables.com/model/201319-hexagonal-cryovial-rack	Hexagonal Cryovial Rack by gringer
https://www.printables.com/model/201326-dachshund-tube-holder-cleaned-model	Dachshund Tube Holder (cleaned model) by gringer
https://www.printables.com/model/201364-pcr-tube-adapter-for-15ml-racks	PCR Tube Adapter for 1.5ml Racks by gringer
https://www.printables.com/model/202526-spoon-spatula-for-chemistry-experiment-set-loffels	Spoon spatula for Chemistry experiment set/ Löffelspatel für Experimentiersatz Chemie by Alex W.
https://www.printables.com/model/203977-din-rail-stand	DIN Rail stand by Nakapan
https://www.printables.com/model/206109-tyrap-tie-wrap-ziptie-or-cable-ties	"Tyrap, tie-wrap, ziptie or cable ties by Ben D"
https://www.printables.com/model/206-table-clamp	Table clamp by Josef Pr?ša
https://www.printables.com/model/207061-16x100mm-test-tube-rackbox	16x100mm Test tube rack/box by david_gliding
https://www.printables.com/model/211174-nmr-tubes-stand-with-a-place-for-flask	NMR tubes stand with a place for flask by Krokodyl
https://www.printables.com/model/212032-coverslip-box	Coverslip box by Spotmatic
https://www.printables.com/model/21291-lego-sorting-trays	Lego Sorting Trays by art_fpv
https://www.printables.com/model/214124-microfluidic-gradient-generator	Microfluidic Gradient Generator by Quinn
https://www.printables.com/model/216183-tube-rack-for-fish-microscopy-slide-handling	Tube rack for FISH microscopy slide handling by kirk3gaard
https://www.printables.com/model/216184-qiacube-adapter-tray	Qiacube adapter tray by kirk3gaard
https://www.printables.com/model/216189-eppendorf-rack-with-custom-text-and-tubes	Eppendorf rack with custom text and tubes by kirk3gaard
https://www.printables.com/model/216575-guard-for-eppendorf-multichannel-pipette	Guard for Eppendorf Multichannel Pipette by SteveW91
https://www.printables.com/model/216831-squeeze-bottle-cap	Squeeze bottle cap by Dantrimental
https://www.printables.com/model/21788-the-fumagator	The Fumagator by KH
https://www.printables.com/model/219026-coulter-counter-sample-cup-holder-modular	Coulter Counter Sample Cup Holder (modular) by nCeon
https://www.printables.com/model/219042-motorized-camera-rail-for-macro-photography	Motorized Camera Rail for Macro Photography by CNC Kitchen
https://www.printables.com/model/219119-gasket-for-cast-in-place-agarose-gel-trays-flexibl	Gasket for Cast in Place Agarose Gel Trays (Flexible Filament) by nCeon
https://www.printables.com/model/220792-pcr-tube-rack	PCR Tube Rack by Nitrocubane
https://www.printables.com/model/225230-gel-electrophoresis-comb	Gel Electrophoresis Comb by apaik5
https://www.printables.com/model/22549-x6-tweezers	(x6) Tweezers by djedje_zr7
https://www.printables.com/model/226412-rack-for-isoflow-elementar-vial	Rack for isoFlow Elementar Vial by DarkstarHB
https://www.printables.com/model/226626-20ml-vial-holder	20ml Vial Holder by Pioreactor
https://www.printables.com/model/226869-vial-rack-4ml	Vial Rack 4ml by DerLift
https://www.printables.com/model/228702-e-mount-to-microscope-adapter	E-mount to microscope adapter by FuzzyRaptor
https://www.printables.com/model/230206-magentic-lab-tube-holder	Magentic lab tube holder by inversebit
https://www.printables.com/model/230279-mini-benchtop-centrifuge-for-pcr-strips-and-tubes	Mini benchtop centrifuge for PCR strips and tubes by VSP
https://www.printables.com/model/231421-sand-blaster-glove-box-glove-port-holder-rings	Sand Blaster Glove Box Glove Port Holder Rings by DJEuthyphro
https://www.printables.com/model/232010-250ml-conical-tube-holder	250ml Conical Tube Holder by VK3BQ
https://www.printables.com/model/232702-expandable-photo-studio	Expandable photo studio by 3db.creation
https://www.printables.com/model/23297-pascn3d-mk0-3d-scanner-prusaprinters-contest-editi	PaScn3D Mk.0 - 3D Scanner [PrusaPrinters Contest Edition] by Tomasz P.
https://www.printables.com/model/235734-test-tube-stand	Test tube stand by Yoghurt
https://www.printables.com/model/236241-test-tube-holder	Test Tube Holder by rngilligan
https://www.printables.com/model/236800-50ml-conical-tube-cooler	50mL conical tube COOLER by paulorfo
https://www.printables.com/model/236858-western-blotting-box-11-divisions	Western Blotting Box (11 divisions) by paulorfo
https://www.printables.com/model/237042-canon-ef-to-microscope-adapter	Canon EF to Microscope adapter by 3D_Printing_Enjoyer
https://www.printables.com/model/237091-barocycler-tube-tray-homogenization-lid	Barocycler tube tray homogenization lid by SteveW91
https://www.printables.com/model/237221-nunc-cryobank-vial-handleopener	Nunc Cryobank Vial handle/opener by wavexx
https://www.printables.com/model/237231-35mm-petriibidi-dish-rackinlay	35mm Petri/Ibidi dish rack/inlay by wavexx
https://www.printables.com/model/237723-microscope-slide-trays-6x-8x	"Microscope slide trays (6x, 8x) by wavexx"
https://www.printables.com/model/237724-35mm-petriibidi-u-dish-tray	35mm Petri/Ibidi µ-Dish tray by wavexx
https://www.printables.com/model/237728-8cm-gel-scraper	8cm Gel scraper by wavexx
https://www.printables.com/model/239578-15ml-magnetic-separation-rack	1.5ml magnetic separation rack by wavexx
https://www.printables.com/model/240360-laboratory-vial-organiser-quick-print-13mm-19mm-26	"Laboratory Vial Organiser Quick Print (13mm, 19mm, 26mm) by DrBenC"
https://www.printables.com/model/241195-50-ml-falcon-tube-cover	50 mL Falcon tube cover by AtomicVirology
https://www.printables.com/model/241732-microtube-rack-bead-dispenser	Microtube Rack Bead Dispenser by SteveW91
https://www.printables.com/model/241983-4x-shorter-5mm-radius-test-tube-holder	4x Shorter 5mm-Radius Test Tube Holder by InventorIan
https://www.printables.com/model/244698-petri-dish-holder-adapter	Petri dish holder / adapter by Patrich
https://www.printables.com/model/244752-gridfinity-deburring-tool	gridfinity deburring tool by TrackZero
https://www.printables.com/model/245273-holder-to-fit-100-ml-measuring-flask-in-drawers-me	Holder to fit 100 mL measuring flask in drawers - Messkolbenhalter für Schubladen by Arne S
https://www.printables.com/model/245721-stand-for-gravity-flow-columns-used-in-protein-pur	Stand for Gravity Flow Columns used in Protein Purification by Stefan Huber
https://www.printables.com/model/247719-cryo-em-sample-box-container	Cryo-EM sample box container by Stefan Huber
https://www.printables.com/model/249606-type-45-ti-tube-holders	Type 45 Ti Tube Holders by Andrew3D
https://www.printables.com/model/250760-phone-holder-for-kosmos-microscope-modifiable-moto	Phone holder for Kosmos microscope (modifiable; Motorola G6Plus) by seekerbot
https://www.printables.com/model/251846-90-mm-petri-dish-holder	90 mm Petri dish holder by Cristian Trisca
https://www.printables.com/model/252017-parametric-culture-slant-rack	Parametric culture slant rack by keegan
https://www.printables.com/model/25201-hexabox-modular-and-interlocking-storage-system	Hexabox (modular and interlocking storage system) by Mario
https://www.printables.com/model/25439-elelab_v2-base	EleLab_v2 Base by Chrismettal - Binary-6
https://www.printables.com/model/25440-elelab_v2-component-tester	EleLab_v2 Component Tester by Chrismettal - Binary-6
https://www.printables.com/model/25441-elelab_v2-dso138	EleLab_v2 DSO138 by Chrismettal - Binary-6
https://www.printables.com/model/25442-elelab_v2-lab-supply-fixed	EleLab_v2 Lab Supply Fixed by Chrismettal - Binary-6
https://www.printables.com/model/25443-elelab_v2-lab-supply-variable	EleLab_v2 Lab Supply Variable by Chrismettal - Binary-6
https://www.printables.com/model/25444-elelab_v2-resistor-decade	EleLab_v2 Resistor Decade by Chrismettal - Binary-6
https://www.printables.com/model/25445-elelab_v2-supply-from-sfx	EleLab_v2 Supply from SFX by Chrismettal - Binary-6
https://www.printables.com/model/25561-dremel-centrifuge-addon	dremel centrifuge addon by Jan-Maarten
https://www.printables.com/model/257856-blood-sample-rack	Blood sample rack by Bobik189
https://www.printables.com/model/258135-microscope-blade-box	Microscope blade box by Mimo47
https://www.printables.com/model/25851-elelab_v2-supply-from-24-v	EleLab_v2 Supply from 24 V by Chrismettal - Binary-6
https://www.printables.com/model/25954-digital-scale-tray	Digital Scale Tray by Karel
https://www.printables.com/model/25955-box-for-plastic-capsules	Box for Plastic Capsules by Karel
https://www.printables.com/model/25990-stackable-sieves	Stackable Sieves by CNC Kitchen
https://www.printables.com/model/26481-immunohistochemistry-staining-chamber-for-medical-	Immunohistochemistry Staining Chamber for Medical Research (8 Slide Holder) by Robert
https://www.printables.com/model/26487-immunohistochemistry-staining-chamber-for-medical-	Immunohistochemistry Staining Chamber for Medical Research (2 Slide Holder) by Robert
https://www.printables.com/model/26492-microscope-slide-holder-10-slides-flat	Microscope Slide Holder (10 slides flat) by Robert
https://www.printables.com/model/266303-lab-doors-foldable-signs	Lab doors foldable signs by Filip So?nicki
https://www.printables.com/model/268277-gel-comb-for-electrophoresis	Gel comb for electrophoresis by ixeft
https://www.printables.com/model/269991-vial-holder-with-arms	Vial Holder with arms by betaiv
https://www.printables.com/model/27077-box-for-atomic-force-microscopy-samples	Box for Atomic Force Microscopy Samples by BOKU Nawaros
https://www.printables.com/model/27346-popscope-pop-bottle-digital-microscope-to-run-your	popSCOPE: Pop bottle digital microscope to run your own biological experiments by Robert
https://www.printables.com/model/274337-micropipette-carousel-stand	Micropipette Carousel Stand by Madbee
https://www.printables.com/model/274739-flabs-diybio-centrifuge-repaired-and-new-electroni	F.Lab's DIYbio Centrifuge Repaired and New Electronics by reefab
https://www.printables.com/model/275475-caliper-and-bottle-opener	Caliper and Bottle opener by veverka1101
https://www.printables.com/model/276177-20ml-scintillation-vial-holder	20mL scintillation vial holder by Tim Galos
https://www.printables.com/model/276501-smd-tester-tweezers	SMD tester tweezers by Klave
https://www.printables.com/model/276989-universal-tube-stand	universal tube stand by LukasPekarek
https://www.printables.com/model/277681-battery-box	Battery Box by Thomas McMaster
https://www.printables.com/model/279268-16mm-test-tube-rack	16mm Test Tube Rack by phidesigned
https://www.printables.com/model/27938-boxscope-run-your-own-biological-experiments	boxSCOPE: Run your own biological experiments! by Robert
https://www.printables.com/model/279432-easy-stir-plate	Easy Stir Plate by Bearic
https://www.printables.com/model/281457-microscope-slide-holder	Microscope Slide Holder by username235
https://www.printables.com/model/281833-automatic-resin-mixer	Automatic Resin Mixer by KrzCich
https://www.printables.com/model/281912-bench-mountable-4-jaw-3-jaw-2-jaw-vise-with-swappa	Bench Mountable 4-Jaw / 3-Jaw / 2-Jaw Vise with Swappable Jaws - 100% Printable! by Sneaks
https://www.printables.com/model/282516-50ml-falcon-tube-holder	50ml Falcon tube holder by N/m^2
https://www.printables.com/model/287800-80mm-fan-stir-plate-remix	80mm Fan Stir Plate Remix by Blablabliam
https://www.printables.com/model/28787-dipping-chambers-for-thin-layer-chromatography	Dipping Chambers for Thin Layer Chromatography by BOKU Nawaros
https://www.printables.com/model/289527-petri-dish-rack	Petri dish rack by The Humble One
https://www.printables.com/model/289817-drzak-zkumavek-30ks-15mm-prumer	Držák zkumavek 30ks (15mm pr?m?r) by martin_pihrt
https://www.printables.com/model/290118-vice-grabber-the-sinfully-strong-vise-grip	VICE GRABBER - The Sinfully Strong Vise Grip by Hank
https://www.printables.com/model/290277-turning-table	Turning Table by MonkeyMK
https://www.printables.com/model/291497-50-ml-falcon-tube-clip-holder	50 mL Falcon tube clip holder by bart
https://www.printables.com/model/291498-falconcorning-tube-stands	Falcon/Corning tube stands by bart
https://www.printables.com/model/291501-vial-holder-for-stirring-multiple-vials-on-lab-sti	Vial holder for stirring multiple vials on lab stirrer/hotplate by bart
https://www.printables.com/model/291503-finn-pipetteadjustable-air-displacement-pipette-ho	Finn pipette/adjustable air displacement pipette holder by bart
https://www.printables.com/model/291588-soul-drill-hand-cranked-squeeze-drill	Soul Drill: Hand cranked squeeze drill by Frank Soul
https://www.printables.com/model/291774-30-mm-test-tube-holder	30 mm Test Tube Holder by Filament Fresser
https://www.printables.com/model/292516-opentrons-ot-2-configuration-block	Opentrons OT-2 Configuration Block by andrewlb
https://www.printables.com/model/293246-test-tube-stand	Test Tube Stand by StickyRib
https://www.printables.com/model/294163-drierite-gas-drying-unit-mounting-bracket	Drierite Gas Drying Unit Mounting Bracket by Bobertsawesome
https://www.printables.com/model/29620-diy-laboratory-glove-box	DIY laboratory glove box by Scientia7
https://www.printables.com/model/298163-50ml-tube-2x4-rack	50mL tube 2x4 rack by Stjepan Vlahovi?
https://www.printables.com/model/300990-single-rack-for-micro-centrifuge-tube	Single Rack for Micro centrifuge tube by Zen does Prints
https://www.printables.com/model/301978-16x4-rack-for-15-or-2-ml-microcentrifuge-tubes-epp	"16x4 Rack for 1.5 or 2 mL Microcentrifuge Tubes (""Eppis"") by Stefan Huber"
https://www.printables.com/model/32229-dual-rd6006-rd6012-bench-supply	Dual RD6006 / RD6012 Bench Supply by GreatOldOne
https://www.printables.com/model/33650-customized-shaker-platforms-for-diybio-orbital-sha	Customized shaker platforms for DIYbio Orbital Shaker by Kabong
https://www.printables.com/model/3407-articulating-raspberry-pi-camera-mount-for-prusa-m	Articulating Raspberry Pi Camera Mount for Prusa MK3 and MK2 by Sneaks
https://www.printables.com/model/34210-power-supply-case	Power supply case by wociscz
https://www.printables.com/model/3569-power-switch-label	Power Switch Label by zcassell
https://www.printables.com/model/37493-stirplate-for-homebrewing-and-more-the-yeastmaster	Stirplate for homebrewing and more - The Yeastmaster Stirplate by /dev/tea
https://www.printables.com/model/38750-lab-power-supply-cheap-powerful	Lab Power Supply (Cheap & Powerful) by JKSniper
https://www.printables.com/model/39263-cat-eppendorf-tube-holder	Cat eppendorf tube holder by Razzer09
https://www.printables.com/model/39268-honeycomb-tube-rack	Honeycomb Tube Rack by Razzer09
https://www.printables.com/model/42885-50ml-tube-rack	50ml Tube Rack by ma
https://www.printables.com/model/45912-gradilla-examen-pcr-covid-19	Gradilla Examen PCR - COVID-19 by CCR Collipulli
https://www.printables.com/model/46398-microscope-slide-workbox	Microscope Slide Workbox by Chris Dee
https://www.printables.com/model/50151-modular-miniature-vice	Modular miniature vice by HD_Creator
https://www.printables.com/model/51074-fast-operation-vise	Fast-Operation Vise by bitsplusatoms
https://www.printables.com/model/51301-charger-cable-organizer	Charger Cable Organizer by DFV Tech
https://www.printables.com/model/52568-low-cost-plate-shaker	Low-cost plate shaker by whoppingpochard
https://www.printables.com/model/52569-magnetic-plate-stand	Magnetic plate stand by whoppingpochard
https://www.printables.com/model/52572-low-cost-lab-rotator	Low-cost lab rotator by whoppingpochard
https://www.printables.com/model/52581-usa-scientific-11-ml-strip-tubes-parametric	USA Scientific 1.1 mL strip tubes (parametric) by whoppingpochard
https://www.printables.com/model/52591-monarch-butterfly-conical-tube-rack	Monarch butterfly conical tube rack by whoppingpochard
https://www.printables.com/model/53471-miniature-vice-20-much-easier-to-assemble-and-100-	Miniature Vice 2.0 (much easier to assemble and 100% printable) by HD_Creator
https://www.printables.com/model/54214-endless-customizable-interchangeable-shelf	"ENDLESS customizable, interchangeable shelf by Kashimi"
https://www.printables.com/model/55436-stackable-rack-solid-version	Stackable Rack (solid version) by BOKU Nawaros
https://www.printables.com/model/55442-stackable-rack-light-version	Stackable Rack (light version) by BOKU Nawaros
https://www.printables.com/model/55644-universal-pcb-dindesktop-adjustable-holder	Universal PCB DIN/Desktop adjustable holder by ICT Avatar
https://www.printables.com/model/55862-desk-mount-headphone-holder-mount-clamp-reversed-c	Desk Mount Headphone Holder / Mount / Clamp - reversed cable holder by Beaver
https://www.printables.com/model/56484-96-deep-well-38degree-pcr-tray-stand	96 Deep Well 38Degree PCR tray stand by VK3BQ
https://www.printables.com/model/56906-magnetic-stirrer	Magnetic Stirrer by Cristian Trisca
https://www.printables.com/model/56992-incastro-desk-organizer	Incastro. Desk organizer. by Davideantonello
https://www.printables.com/model/5747-vial-rack-for-4-ml-15x45mm-or-12-ml-15x100mm-vials	Vial rack for 4 ml (15x45mm) or 12 ml (~15x100mm) vials. by Martin_au
https://www.printables.com/model/57614-umb-ultimate-modular-box-system-more-than-30-param	UMB - ULTIMATE MODULAR BOX SYSTEM! More than 30 parametric parts for you customize your storage by R3Design
https://www.printables.com/model/60793-kompaktni-stojanek-na-zkumavky-a-eppendorf-zkumavk	Kompaktní stojánek na zkumavky a eppendorf zkumavky by kubamxbot
https://www.printables.com/model/60815-flat-tweezers-for-biological-samples	flat tweezers for biological samples by jmvspeleo
https://www.printables.com/model/61293-dremel-laboratory-centrifuge	Dremel laboratory centrifuge by eurad
https://www.printables.com/model/64318-watch-it-grow	Watch it grow by MoeDaraz
https://www.printables.com/model/65275-ghs-hazard-symbols	GHS Hazard Symbols by Maeshmaker
https://www.printables.com/model/65687-miniature-vice-20-100-printed-no-metal-parts-requi	"Miniature Vice 2.0 => 100% printed, no metal parts required by HD_Creator"
https://www.printables.com/model/65887-callisto-2-fully-printable-retro-computer	Callisto 2 - Fully Printable Retro Computer by LowBudgetTech
https://www.printables.com/model/65922-silica-gel-spool-container	Silica gel spool container by gdrag
https://www.printables.com/model/66091-single-test-tube-stand	Single test tube stand by Graciela
https://www.printables.com/model/66969-dsc-crucible-holder	DSC Crucible Holder by Klein
https://www.printables.com/model/67030-dsc-crucible-holder	DSC Crucible Holder by Klein
https://www.printables.com/model/68959-labpower-lab-bench-power-supply	LabPower - Lab bench power supply by HLW
https://www.printables.com/model/7066-lab-power-supply	Lab Power Supply by Andreas Gohr
https://www.printables.com/model/7244-crickit-lab-shaker	Crickit Lab Shaker by Adafruit
https://www.printables.com/model/7271-heat-set-insert-press	Heat Set Insert Press by Adafruit
https://www.printables.com/model/73359-pcr-strip-magnet	PCR strip magnet by Pulpandante
https://www.printables.com/model/7416-parallel-marking-tool	Parallel Marking Tool by schiffer-soft.de
https://www.printables.com/model/7422-center-find-tool	Center Find Tool by schiffer-soft.de
https://www.printables.com/model/76018-mechanical-tally-counter-50	Mechanical Tally Counter 5.0 by FredrikHamrebjorkDesigns
https://www.printables.com/model/76714-resin-straining	Resin Straining by Ziyay
https://www.printables.com/model/77937-lid-tightener	Lid tightener by G J
https://www.printables.com/model/7927-locking-ball-and-socket-arm	Locking ball and socket arm by Alex R
https://www.printables.com/model/79328-filter-holder-for-cell-sorter	Filter Holder for Cell Sorter by gringer
https://www.printables.com/model/79333-falcon-tube-holder-15-50-ml	Falcon Tube Holder (15 + 50 ml) by gringer
https://www.printables.com/model/79347-flared-falcon-tube-holder-hex-holes	Flared Falcon Tube Holder (hex holes) by gringer
https://www.printables.com/model/79367-universal-tube-rack	Universal Tube Rack by gringer
https://www.printables.com/model/79377-magnetic-rack	Magnetic Rack by gringer
https://www.printables.com/model/79392-petri-dish-stencil	Petri Dish Stencil by gringer
https://www.printables.com/model/79397-8mm-pipette-stand	8mm Pipette Stand by gringer
https://www.printables.com/model/79402-handfuge-hand-powered-centrifuge	HandFuge - Hand-powered centrifuge by gringer
https://www.printables.com/model/79404-hand-crank-centrifuge	Hand-crank Centrifuge by gringer
https://www.printables.com/model/79413-falcon-tube-funnel	Falcon Tube Funnel by gringer
https://www.printables.com/model/79435-nanopore-tube-rack	Nanopore Tube Rack by gringer
https://www.printables.com/model/79437-customisable-tube-rack	Customisable Tube Rack by gringer
https://www.printables.com/model/80669-open-source-syringe-pump-remix	Open Source Syringe Pump (Remix) by ntdesign
https://www.printables.com/model/83864-precision-tweezers-v2-3d-folding	Precision Tweezers v2 - 3D Folding by M4NU
https://www.printables.com/model/83917-microscope-eyepiece-cover	Microscope Eyepiece Cover by Ricardocab
https://www.printables.com/model/83943-glass-pasteur-pipette-holder	Glass Pasteur Pipette Holder by Wahsnorc
https://www.printables.com/model/84614-heavy-duty-battery-powered-solder-fume-extractor	Heavy Duty Battery Powered Solder Fume Extractor by lewosh
https://www.printables.com/model/8484-wire-rack-cup-holder	"Wire Rack ""CUP"" Holder by NotLikeALeafOnTheWind"
https://www.printables.com/model/89030-test-tube-stand	Test tube stand by SaddamCZ
https://www.printables.com/model/89506-tape-cutter	Tape Cutter by Kevin.S3
https://www.printables.com/model/93044-bd-vacutainer-holder	BD Vacutainer holder by Detail Art Factory
https://www.printables.com/model/94884-adjustable-spray-paint-stand	Adjustable Spray Paint Stand by Ryan Millar
https://www.printables.com/model/97464-lab-stand	Lab stand by Jan Onderka
https://www.printables.com/model/98031-electrochem-50ml-beaker-cover	Electrochem 50mL Beaker Cover by JasonDoezStuff
https://www.printables.com/model/98131-mini-lab-bench-power-supply-dps3003-powered-by-ein	Mini Lab Bench Power Supply (DPS3003) Powered by Einhell Batteries or DC Source by Hans
https://www.thingiverse.com/thing:1005879	
https://www.thingiverse.com/thing:1009990	
https://www.thingiverse.com/thing:103589	
https://www.thingiverse.com/thing:105714	
https://www.thingiverse.com/thing:105723	
https://www.thingiverse.com/thing:10617	
https://www.thingiverse.com/thing:1080923	
https://www.thingiverse.com/thing:1085472	
https://www.thingiverse.com/thing:109040	
https://www.thingiverse.com/thing:109134	
https://www.thingiverse.com/thing:1094207	
https://www.thingiverse.com/thing:1102629	
https://www.thingiverse.com/thing:1114625	
https://www.thingiverse.com/thing:1132124	
https://www.thingiverse.com/thing:1141821	
https://www.thingiverse.com/thing:1147399	
https://www.thingiverse.com/thing:1147422	
https://www.thingiverse.com/thing:11621	
https://www.thingiverse.com/thing:116610	
https://www.thingiverse.com/thing:1167460	
https://www.thingiverse.com/thing:1175393	
https://www.thingiverse.com/thing:1175415	
https://www.thingiverse.com/thing:119443	
https://www.thingiverse.com/thing:1201466	
https://www.thingiverse.com/thing:1205032	
https://www.thingiverse.com/thing:1205671	
https://www.thingiverse.com/thing:1226076	
https://www.thingiverse.com/thing:1227165	
https://www.thingiverse.com/thing:1233383	
https://www.thingiverse.com/thing:12390	
https://www.thingiverse.com/thing:125428	
https://www.thingiverse.com/thing:125904	
https://www.thingiverse.com/thing:1259352	
https://www.thingiverse.com/thing:1275475	
https://www.thingiverse.com/thing:1282936	
https://www.thingiverse.com/thing:12948	
https://www.thingiverse.com/thing:1301771	
https://www.thingiverse.com/thing:1302039	
https://www.thingiverse.com/thing:1303678	
https://www.thingiverse.com/thing:1304176	
https://www.thingiverse.com/thing:1317649	
https://www.thingiverse.com/thing:1317757	
https://www.thingiverse.com/thing:1321230	
https://www.thingiverse.com/thing:1324906	
https://www.thingiverse.com/thing:1328648	
https://www.thingiverse.com/thing:1346188	
https://www.thingiverse.com/thing:1349230	
https://www.thingiverse.com/thing:1349312	
https://www.thingiverse.com/thing:1364384	
https://www.thingiverse.com/thing:1377957	
https://www.thingiverse.com/thing:1388295	
https://www.thingiverse.com/thing:1388544	
https://www.thingiverse.com/thing:1389077	
https://www.thingiverse.com/thing:1422143	
